text,score,sentimen
ketua partai aceh muzakir manaf alias mualem terima kasih jajar partai aceh komite alih aceh kpa sukses gelar pilih legislatif hasil raih kursi dpr aceh ,4,Positif
jejak abah anies bangun park ahn nice infrastruktur fisik didik anak anak jakarta generasi terus bangsa aminajadulu aniesbubble,-1,Negatif
muzakir manaf hadap hukum keluar nyata referendum aceh negara pisah  nyata berontak  eh kabur negeri  harap era era tegas bersih ronta amp,-3,Negatif
mantan menteri tahan gam teungku zakaria saman nilai nyata ketua dpp partai aceh muzakir manaf alias mualem referendum timor timur tempat  tangkapdalangkerusuhan,-1,Negatif
sejarah catat pimpin kembali mandat purna tugas rakyat  saksi saksi tanggung jawab hadap allah swt aminajadulu aniesmuhaimin,2,Positif
alhamdulillah masjid nabawi madinah sowan abuya kah  m muhyiddin abd qodir al manafi  berkah  beliau asuh ponpes assyifa wal mahmudiyah tanjungsari sumedang  hatur nuhun anya abuya mas anies  moga abuya,4,Positif
aceh posisi provinsi miskin sumatra sambut gembira lengkap papan bunga ,0,Netral
literatur nama beliau tulis h mutahar  lengkap as sayyid muhammad husein bin salim bin ahmad bin salim mutahar  beliau ba alawy karya karya lagu merdeka syukur dirgahayu indonesia hymne pramuka,6,Positif
makam ulama aceh habib bugak wakaf tanah makah sehigga siapaun orang aceh ibadah haji mendapatakn uang juta alfatiha,3,Positif
video bukti  berantas korupsi dekat program gera semesta indonesia  kurang supply koruptor kampus kampus anies visioner aminajadulu,-3,Negatif
selendang bu saidah anies unt lupa insyaallah abah anies amanah gendong anak anak indonesia aminajadulu aniesmuhaimin,1,Positif
selamat ulang cak munir  jejak hapus aceh  pram suara abadi ,1,Positif
ketua dpa partai aceh muzakir manaf sambang kantor demokrat sabtu malam terima langsung tum sekjen sempat mualem dukung moril partai demokrat ahy teuku riefky ,3,Positif
pecah tumpah masyarakat bone sulsel songsong ubah pindah lanjut ubah aminajadulu aniesmuhaimin,-1,Negatif
mus ab bin umeyr salam n ilk retmeni gen ya indak medinede almad kak kap b rakmam herkese tek tek islam anlatarak medinenin yar si n n sl man olmas nya vesile olmu tur her sl man n ilk revi emr i bi l r f nehy i anil nker yapmakt r yaz kak ki hi birimiz ru,2,Positif
breaking news pasang anies baswedan muhaimin iskandar amin menang telak jawa timur,0,Netral
muzakir manaf muallem kuat baris dukung wilayah gayo,1,Positif
calon gubernur aceh partai aceh muzakir manaf mualem rangkul kelompok minoritas aceh menang pilkada  turut orang aceh masyarakat tinggal aceh pandang suku agama  wlfi,-3,Negatif
anies warga kaos ganjar acara desak anies mahasiswa lampung  bangun kota butuh dasar rakyat penting oligarki jabat aminajadulu aminsatukanindonesia,-4,Negatif
anies baswedan hadir makna anak anak raya natal aminajadulu aniesmuhaimin,0,Netral
munir bicara tokoh aktivis kemanusian aceh culik medan jalan bandara  jafar siddiq hamzah mayat temu mahasiswa sumut  utas,1,Positif
daftar calon gubernur amp,0,Netral
cagub cawagub aceh muzakir manaf fadhlullah nomor urut aceh sejahtera  ahy demokrat pilkada aceh,0,Netral
momen temu anies baswedan keluarga ustadz abdus shomad uas rumah omak riau  moga temu bawa berkah ubah indonesia adil sejahtera ,6,Positif
mingu desember aceh pecah puluh ribu masyarakat aceh hadir haul akbar maulid nabi muhammad anies baswedan,1,Positif
sultan ahmet camii nde ezzin mahfelindeki sancakta ayet yaz l minlere yard etmek ise zerimizde bir hakt r  r suresi,-1,Negatif
pasang calon gubernur wakil gubernur aceh bustami hamzah tengok  h m yusuf abdul wahab pasang calon gubernur wakil gubernur aceh muzakir manaf fadhlullah ikut giat hikmat ,2,Positif
aceh sastrawan hebat nama musmarwan abdullah  beliau otokritik bikin gelitik  lempar kritik aceh hun  ubah aceh  tulis koran kadang kadang facebook ,1,Positif
park ahn nis contoh kampanye elegan keren abah anies aminajadulu aniesbubble,2,Positif
bu bereketli topraklar n iyisi zeli hi eksik olmaz sahafl kak yapan muzaffer ozak efendi kendinden kitap sat n alan grencilere kitab n aras nya koyarak akt rmadan har l kak verirmi  si heyl nver ise muayene etti i fakir hastalardan almad gibi re etesini dek dermi ,0,Netral
guruba eriyor,0,Netral
anies mana bawa gagas prabowo mana bawa jokowi susu aminajadulu aminsatukanindonesia,-1,Negatif
adem banget respon abah anies kait video tron take down biar orang juang love you abah aminajadulu,4,Positif
beasiswa anak anak pahlawan medis gugur tugas garda depan covid aniesbaswedan,-2,Negatif
ahy serah surat dukung muzakir manaf dek fad pilgub aceh,1,Positif
momen haru  abah anies bendera merah putih pasang istana rumah ayah istana abah  harap  aminajadulu jangangengsidukungamin,2,Positif
ahy serah b kwk muzakir manaf fadhlullah cagub cawagub aceh,0,Netral
bikin  pendeta saksi jemaat kerja anies pimpin jakarta  emas dki jakarta periode aminajadulu aminsatukanindonesia,2,Positif
paslon nomor urut bustami hamzah fadhil rahmi pasang nomor urut muzakir manaf fadhlullah sepakat juang panjang otsus aceh pilih ,2,Positif
maju pilkada aceh muzakir manaf dukung prabowo surabaya,1,Positif
kalah debat buzzer tindak kalah debat  gemosyian buzzer ndasmu etik lancar fitnah keji anies baswedan hancur gereja jakarta  aminajadulu aniesmuhaimin,-2,Negatif
emak emak jakarta ter anies anies i proud of you anies insyaallah  allah swt ridho amin yra aminajadulu aniesmuhaimin,3,Positif
calon gubernur pakn calon gubernur jawa muzakir manaf calon gubernur aceh  insya allah menang calongubernur gubernur gerindra prabowo,1,Positif
wali nanggroe aceh muzakir manaf temu ketua mahkamah agung,0,Netral
milik komitmen maju aceh  pilih muzakir manaf sahabat beliau komitmen aceh  salut partai sekjen,0,Netral
pdi juang pdip resmi dukung eks panglima gera aceh merdeka gam muzakir manaf alias mualem pilih gubernur aceh ,1,Positif
mantan panglima gam muzakir manaf tolak menteri prabowo fokus nyagub aceh ogjs t,-1,Negatif
gerindra usung eks panglima gam muzakir manaf pilgub aceh,0,Netral
struktur tim menang aceh tpa menang muzakir manaf alias mualem gubernur aceh bentuk kabupaten kota  tim peran hadap pilih kepala daerah pilkada ,-2,Negatif
bakul infaq kedai maiwp kembali budaya sedekah zaman raja turki uthmaniyyah sempat beli belah asnaf  istimewa kedai pilih ambil baki beli ,-3,Negatif
selamat muzakir manaf pilih gubernur aceh,0,Netral
nomor urut pasang calon gubernur wakil gubernur aceh  bustami hamzah fadhil rahmi  muzakir manaf fadhlullah,1,Positif
demokrat muzakir manaf surat tugas calon gubernur aceh,-1,Negatif
muzakir manaf fadhlullah resmi daftar kip aceh demokrat optimis menang,1,Positif
rampung siap pilkada suka rekomendasi langsung pasang dukung pilgub  muzakir manaf amp,5,Positif
pdi juang usung muzakir manaf pilih gubernur pilgub aceh  serah rekomendasi ketua pdi juang megawati soekarnoputri titip pesan satu aceh juang diri bangsa  pdiperjuangan,-2,Negatif
partai aceh anak buah prabowo damping muzakir manaf pilgub,0,Netral
pulau madura mas serta rombong siang lanjut silaturrahim pondok pesantren annuqayah guluk guluk sumenep jawa timur  pesantren annuqoyah salah pesantren besar tua madura  diri,-2,Negatif
muzakir manaf gandeng dek fad cawagub aceh pilkada,0,Netral
partai aceh terima kasih apresiasi dukung partai demokrat muzakir manaf alias mualem calon gubernur aceh ,2,Positif
demokrat usung mantan panglima gam muzakir manaf pilgub aceh iqq klynews,0,Netral
dukung muzakir manaf suara prabowo susut aceh  anies dominan baca lengkap gr ,1,Positif
sosok calon gubernur provinsi aceh partai gerindra usung muzakir manaf tum partai aceh,0,Netral
tokoh kristen sumatera utara gandi parapat dukung amin anies muhaimin pilpres  amin aminajadulu,1,Positif
demokrat resmi usung muzakir manaf calon gubernur aceh surat tugas ,0,Netral
pdip usung mantan timses prabowo muzakir manaf pilkada aceh klynews,-1,Negatif
profil muzakir manaf eks panglima gam calon gubernur aceh snehbeo beritasatu news berita,-1,Negatif
banda aceh jawab dukung partai aceh walikota banda aceh pilkada  kpa koetaradja banda aceh menang mualem muzakir manaf gubernur aceh fachrul razi walikota banda aceh  mampu,1,Positif
muzakir manaf tegas prabowo subianto setia aceh,-1,Negatif
muzakir manaf tolak tawar menteri prabowo pilih nyagub aceh,-3,Negatif
pdip resmi dukung tum partai aceh muzakir manaf alias mualem calon gubernur aceh  suka dukung serah tum pdip megawati soekarnoputri ,3,Positif
mantan panglima gam muzakir manaf tolak menteri prabowo fokus nyagub aceh mantan panglima gera aceh merdeka gam muzakir manaf kerap sapa muallem beber tolak menteri kabinet prabowo gibran  erb,-3,Negatif
muhammad husnil ustadz nu  indonesia butuh pimpin peduli pihak pesantren pesantren maju dunia tokoh kriteria anies gus muhaimin  santri pimpin aminindonesialebihbaik,-1,Negatif
tum projo budi arie dukung eks panglima gam muzakir manaf pilkada aceh alas temponasional,1,Positif
muzakir manaf eks panglima gam maju pilgub aceh,0,Netral
indonesia jajah asing khawatir  aceh ikut timor timur aceh mualem heboh  muzakir manaf seru aceh referendum langkah timor leste rakyatmelawan,-1,Negatif
juang ham munir pahlawan orang aceh juang munir aktivis ham buka mata dunia langgar ham aceh aparat negara ,-2,Negatif
alhamdulillah bumi serambi mek kampanye ziarah makam syiah kuala syekh abdurauf bin alj alfansury  sambut adat peusijuek tradisi turun turun khas aceh ungkap syukur bahagia  teungku syiah kuala,6,Positif
partai soliditas independen rakyat aceh resmi dukung pasang calon gubernur wakil gubernur aceh muzakir manaf fadhlullah  aceh sahabatmualem mualemdekfadh pastimenang pilkadaaceh acehmaju debatpilkada mgtaj,3,Positif
momen haru juang kerja rumah tangga temu juang   desak anies hadap rakyat  desakanies haveaniesday aminajadulu,3,Positif
malezyal dr eyh muzaffer kak r dek yapt nl kak uzay yolculu si ras indak farz namazlar n n tamam n eda etmi ti ,0,Netral
istiklal mar n arap a okumak  mehmet akif devrimsel kelimelerini kimse art kak anlamas n diye mi  neden  wahabisim kokerken buram buram  mehmet akifimizin ilk sih mlesini tekrarlamal korkma  si nmez bu afaklarda ya zen al sancak si nmeden yurdumun st nde t ten en son ocak,-1,Negatif
dpp projo rekat koalisi indonesia maju resmi dukung muzakir manaf calon gubernur aceh bendahara projo panel barus ketua desk pilkada dpp projo boy abimanyu  ard beritaelshinta,2,Positif
sambut anies baswedan hadir silaknas icmi makasar aniesmuhaimin aminajadulu aminkanindonesia,1,Positif
gerindra usung eks panglima gam muzakir manaf pilgub aceh newsupdate update news text,0,Netral
gadis duta aceh macau innovation and invention e o miie algoritma scientist  serta asal negara oka hasana agustiani rafachinka renjani raih medali perak  berita tunggu aceh ,2,Positif
bni abbas tan,0,Netral
santri biar panglima juang  totalitas pkb juang amin anies muhaimin jawa aniesmuhaimin aminajadulu aminjuarasatu,1,Positif
pasang calon gubernur wakil gubernur aceh bustami hamzah s e  m s i tengok  h m fadhil rahmi lc  nomor urut  pasang calon gubernur wakil gubernur aceh muzakir manaf fadhlullah s e nomor urut ,2,Positif
bismillah  anies muhaimin amin pilih nazar ku sesuai usaha coffe shop ku  ngopi gratis cabang   bagi berkah anak yatim piatu   bawa emak ziarah makam ayah soraya kota mek  nazarpemilu,1,Positif
pasang calon gubernur wakil gubernur aceh muzakir manaf fadhlullah s e nomor urut  hadir forkopimda aceh partai politik usul panwaslih aceh ,0,Netral
mesra umat agama duga aceh  potret aceh rekam salah sahabat akademisi uin ar raniry bikin film dokumenter kampung cahaya wajah toleransi aceh ,0,Netral
tahan suara anies getar pidato markas nasdem layar kembang surut pantang aminajadulu aminkanindonesia aminindonesialebihbaik,-1,Negatif
pdip bareng gerindra pilgub aceh usung eks panglima gam muzakir manaf  newsupdate update news text,0,Netral
demokrat surat dukung eks panglima gam muzakir manaf pilgub aceh  newsupdate update news text,1,Positif
anies baswedan sambut hangat pendeta masyarakat pematang siantar  diskusi adil indonesia adil makmur  aniesmuhaimin aminajadulu aminkanindonesia,1,Positif
akif emre kozas n tek ba nya kalma pahas nya rmeye devam etti bir r si n si yler i yapar nara ekilirdi  tek l si hakikat dile getirmekti  saadettin acar,-1,Negatif
orang aceh malu jujur  jadi matangkuli aceh utara ,0,Netral
kasar orang cerdas samping  orang belakang maksud orientasi kuasa lini hidup masyarakat aceh ,2,Positif
mantan panglima gam muzakir manaf temu ahy kantor demokrat,1,Positif
alhamdulillah nanggroe aceh status hijau  kak hasil aceh lawan covid patut contoh,3,Positif
bini shock  anak tunggal suami saudara abrek  doi bandung bawa aceh kaget tamu sodara suguh makan  kali kunjung hari kali makan ,-2,Negatif
ey bilgisiz  ey al  ey din man yarat k mekke nin en zengin iki ailesinden birinin ocu olan mus ab bin umeyr ehit oldu unda rt necek kefeni yoktu  ba n rtseler ayaklar ayaklar n rtseler ba a kal yordu  musabbinumeyr mucahitavc,1,Positif
api api orang iman hubung orang iman saudara allah lafaz lafaz tawkid iaitu tegas suka api balah lerai  damai ,1,Positif
mimpi k h  amin mustolih pimpin ponpes babussalam cimanggu cilacap gendong gus imin istana amin gendong rakyat gendong derita rakyat gendong nasib rakyat  aniesmuhaimin,0,Netral
mazhar alanson lkokulda senede selanik an tkabir aras t kareleri beynimize soktular  o zel insanlar o zel atlara binip gittiler  geride l bal kak gibi bak bu dalkavuklar kald ,0,Netral
mentalitas semrawut bikin aceh semrawut  peta jalan bangun aceh acakadut larut rebut pulang layak kuasa ,-1,Negatif
umno pas have shown they are not racist by fielding a candidate from mca  now mca have two seats parliment which both of the seats are from malay majority voters  prktanjungpiai shazikfacts,1,Positif
menteri agama batas kampanye ponpes tanggap gus muhaimin patuh atur undang undang kpu tunduk atur orang orang belah panas mah gaya bebas aniesmuhaimin aminindonesialebihbaik,1,Positif
munafik  demo bawa bawa bendera hitam  pengin rubah negara nkri bersyariah  teriak teriak khilafah solusi  ganggu ibadah orang beda agama  adat daerah bilang musyrik  eh dadak pengin bela pancasila  keset welcome ,-5,Negatif
rindu pimpin akhlak mulia usaha juang kota kota ubah tanggal februari juang sia sia kumpulakbarjis ber beraniberubah,-4,Negatif
episod munafik wan dazrin pejam mata bisu mulut video sex kawan sebar orang curang bini tetiba muncul video preach pasal sajat pergi mekah pandai tunggang agama ,-8,Negatif
tabiat pru negara telan wang ringgit  nak print banner poster bendera nak upah pacak bendera nak tabur undi  gantung parti politik taukey taukey dana politik  nak ubah ,-6,Negatif
ustaz bagitahu takde parti wakil islam  parti politik parti politik,-1,Negatif
jua diri politik buruk carut fitnah batu api nyala musuh doa hancur binasa parti berbeza pandang rendah orang,-6,Negatif
patut jadi parti politik kayu ukur tentu muslim  pilih parti politik individu dasar ijtihad  nyata lahir sakit ta asub ,-2,Negatif
well said i swear if these idiots keep going on like this i ll be the first person go amp,0,Netral
parti pakat harap tanding prn melaka lebeh calon anggota parti pilih calon  maju harap  melaka nadi rakyat ,0,Netral
wahab bin munabbih tanda orang munafiq malas orang rajin orang sama usaha perkara raih puji terima kasih,1,Positif
geng ikhwan panas punggung zulbakri lantik duduk majlis hukama  majlis hukama tubuh lawan kuis  korang ulama korang  tubuh parti satu nak lawan parti satu  politik budak,0,Netral
muzakir manaf tantang presiden jokowi perintah kuat,0,Netral
pesan sang pimpin juang orang unt partai unt koalisi nasib bangsa indonesia aniesmuhaimin aminindonesialebihbaik,0,Netral
mantan mufti negeri sembilan tinggal dunia  moga allah ampun beliau jadi beliau ahli syurganya ,1,Positif
munafiq halang manusia taat allah sifat munafiq iaitu ayat surah al munafiqun saksi rasul nabi saw ianya dusta saksi perisai halang orang taat,1,Positif
ts annuar musa insists that muafakatnasional group will only accept a unity government that has no  period  non negotiable  breakingnews live malaysia pc,2,Positif
cap kadrun teroris musni umar bilang umat islam wajib parpol rebut kuasa,2,Positif
pidato kahar muzakkar begundal tii simak seru  khilafah  mengatasnamakan umat islam  rezim otoriter  anti perintah amp,0,Netral
munafiq  barangsiapa pegang dari tipu  munafiq tipu rana hati tafsir al munir karang wahbah tafsir surah al munafiqun ,-1,Negatif
fiqh politik bentuk raja acu musa pasca pru tugas mudah realiti mustahil bentuk raja wibawa jalin al qawi al amin  parti a kuat situ selit lemah ,-1,Negatif
terima kasih ustaz syarah tadabbur surah al mulk  impak hati konsep usaha doa tawakal konsep ar rahman allah manusia konsep ar rahim mukmin,4,Positif
muafakat nasional sokong padu yab pm presiden satu utama kesejateraan negara rakyat kaum gambar piagam  islam pandu ,4,Positif
erol tercimler an l kayaalp indak bir vatanda n yen bir parti kuraca n a klad muhafazakar fa st part,-2,Negatif
jauh mazhab al pukal  gelintir muslim silap habis anggap negatif  melayu teruk habis bangsa dibakulsampahkan  henti ideologi pukal  teruk bawa erti teruk ,0,Netral
politik  bertaqwalah allah jauh fitnah manusia parti hujjah fakta sentimen tiada asas amal cela ahli politik usia kritik,-5,Negatif
bezakan isu aqidah kepartian politik  isu libat aqidah parti politik sahaja selar aqidah islam wajib sokong  dasar bendera nama agama ,-4,Negatif
mujahid ketua pakat harap perak,1,Positif
abah bilang surplus politis defisit negarawan abah isi posisi negarawan  tarung bersih mulia hormat  tarung gagas pepes  ajak satu pecah ,0,Netral
buta politik kepartian  sanggup kutuk orang parti  sanggup maki hina fitnah parti  gadai pedoman agama takpe parti  nak politik taksub gadai agama  dosa kering  rugi ,-12,Negatif
sangkut takuk politik kepartian isu sukar difahami rana ketaksuban racun benar  rasa parti suci silap parti orang silap lari kultus bina,-5,Negatif
mqm,0,Netral
nyata ketua parti rasminya raja pn jatuh  cadang letak jawat  terima kasih ,1,Positif
ala bangang kau abang  pn taknak bn gabung pn  kau faham kuasa tangan zahid  presiden  degar kau pakai speaker cakap marikh kau kena accept zahid  akta lo,0,Netral
pn ubah rakyat tolak politik syok pakar mohammad tawfik pengerusi pn tan sri muhyiddin yassin ubah strategi politik terima rakyat  sinarharian politik pn,-4,Negatif
musnah rakyat hidup kiblat politik kepartian  geng geng lawan benar duduk individu  kira parti ,-2,Negatif
calon gubernur aceh radar media aceh muzakir manaf partai aceh teuku riefky harsya demokrat aminullah usman amiruddin idris p t m nurlif golkar fadhullah gerindra irwandi yusuf pna nasir djamil pks  pilih ,-1,Negatif
urus partai aceh lantik mualem moga prabowo presiden  sambut ketua partai aceh muzakir manaf mualem dukung partai aceh calon presiden prabowosubianto harap ketua partai gerindra duduk kursi,6,Positif
partai aceh ganti ketua dpr aceh  zulfadhli ketua dpra ganti pon yahya  surat ganti teken ketua muzakir manaf nomor dpp a ix mwqq,0,Netral
partai adil sejahtera pks resmi rekomendasi muzakir manaf kenal mualem calon gubernur usung pilkada aceh ,1,Positif
presiden ri menhan damping tum tum partai aceh muzakir manaf selasa siang unjung mesjid baiturrahman banda aceh  kunjung silaturahmi ulama tokoh masyarakat ingat,3,Positif
muzakir manaf hadir acara partai gerindra jakarta sebab tunda jadwal tes sehat banda aceh  aceh sahabatmualem mualem pastimenang mualemdekfadh pilkadaaceh gubernuraceh,0,Netral
fadhlullah partai gerindra pandang pasang cocok kolaborasi muzakir manaf kuat dukung partai nasional  aceh sahabatmualem mualem pastimenang mualemdekfadh pilkadaaceh gubernuraceh,3,Positif
selamat h muzakir manaf pilih ketua dpa partai aceh periode,0,Netral
partai demokrat serah surat rekomendasi paslon kepala daerah muzakir manaf,0,Netral
partai adil sejahtera resmi dukung ketua partai aceh muzakir manaf maju calon gubernur aceh pilgub aceh sahabatmualem muzakirmanaf mualemgubernuraceh pastimenang,2,Positif
muzakir manaf jabat tum partai aceh,-1,Negatif
muzakir manaf pimpin partai aceh periode,0,Netral
mubes i muzakir manaf pilih tum dpa partai aceh,-1,Negatif
dpp partai gerindra keluar suka tuju muzakir manaf fadhlullah pasang calon gubernur wakil gubernur aceh pilkada ,0,Netral
dpp partai demokrat putus usung pasang muzakir manaf mualem fadhlullah dek fad calon gubernur wakil gubernur aceh pilkada ,1,Positif
dpp partai adil sejahtera pks resmi serah surat dukung ketua partai aceh muzakir manaf alias mualem maju cal ,2,Positif
ketua dpp partai aceh muzakir manaf alias mualem pilih ketua gerindra aceh anggota dpr ri fadhlullah calon wakil gubernur ac ,-2,Negatif
gerindra umum dukung ketua partai aceh muzakir manaf alias mualem calon gubernur aceh  dukung anggap modal bangun aceh aceh sahabatmualem muzakirmanaf mualemgubernuraceh pastimenang,3,Positif
muzakir manaf pimpin partai aceh sulaiman abda gabung via,-1,Negatif
muzakir pimpin partai aceh partai diri  kali partai aceh tampil beda partai buka inklusif  nusantara adadikompas,-2,Negatif
mundur abu paya pasi usul ketua partai aceh muzakir manaf ambil ulama aceh sop wakil pilkada  usul tolak  profil abu paya pasi  lengkap,1,Positif
syarikat korporat sumbang rm  juta tabung musaadah khaira ppz yb menteri jpm ehwal agama lancar zakat fitrah online ppz maiwp terima serah sumbang tabung musaadah khaira ppz ,3,Positif
tepi isu politik parti muslim gembira anjur konsert  wajib sokong parti wajib benci perkara mungkar ,-6,Negatif
muzakir manaf partai aceh koalisi menang prabowo subianto pilpres  sahabatmualem aceh mualem muzakirmanaf,0,Netral
hadir ketua partai aceh muzakir manaf pimpin daerah komitmen kuat hubung antarwilayah sahabatmualem aceh mualem muzakirmanaf mualemgubernuraceh,0,Netral
dpp muda udang aceh resmi deklarasi dukung kuat prabowo gibran sesuai instruksi muzakir manaf ketua partai aceh fokus bangun lanjut aspirasi anak muda sahabatmualem aceh mualem muzakirmanaf,-2,Negatif
hadir ketua partai aceh muzakir manaf pimpin daerah aceh sumut komitmen erat hubung antarwilayah sahabatmualem aceh mualem muzakirmanaf,0,Netral
muzakir manaf ketua partai aceh ilham dpp muda udang aceh sepenuh hati dukung prabowo gibran pilpres  wujud bangun lanjut perhati aspirasi anak muda sahabatmualem aceh mualem muzakirmanaf,-1,Negatif
mp si zc si gaye usluer birbiriyle pek dek benzerli i olmayan siyasi parti bir araya gelirken manla t r lan partiden birisi memleket partisi b r zafer partisi  ime giden yolda lkemizin kar rultusunda i birli i yapmaya haz r ,-1,Negatif
nyata nyata bahaya aqidah  rana parti politik agama  parti politik wadah terjemah ideologi politik tahap agama politik bidang luas ruang berbeza pandang,-5,Negatif
ulangsiar  istilah siapa mesti parti a rana parti politik kekal parti politik ,-1,Negatif
purnawirawan tni polri fkp jatim dukung amin menang putar amin,1,Positif
muafakatnasional kuat padu arena politik ahli bn amp,-1,Negatif
cabang p pro kubu p ya romahurmuzy p kubu surya dharma ali partai kait partai ummat pimpin amien rais salah diri,1,Positif
 maiwp badan urus kutip agih zakat kalang muslim wp kembali manfaat klien muslim  fokus asal asnaf oku warga emas dll  rujuk,3,Positif
alhamdulillah selesai mesyuarat muafakat nasional umno pas pasti tindak bela rakyat laku kabinet bentuk  ikat muafakat rakyat,3,Positif
kahar muzakar harga khianat perintah berangkat panglima orang berontak beda mahfud suruh ngukur baju jadi cawapres makruf jilat beda orang,-2,Negatif
rawan bustami aceh singkil alih dukung muzakir manaf fadhlullah acehsingkil muzakirmanaffadhullah rpmaceh popularitascom,-1,Negatif
salur partai level lokal nasional juang substansi penuh hak simbol simbol merdeka pungkas  rm,1,Positif
kpa peurelak solid dukung muzakir manaf fadhlullah deklarasi dukung paslon nama organisasi mualemdekfadh muzakirmanaffadhullah pilkadaaceh popularitascom,2,Positif
milu partai lambang karakter punakawan mar satu rakyat desa prd partai acoma angkat comunis muda ,-1,Negatif
kkb papua gam aceh bijak standar perintah istimew beda gam tuntut politik hak hak istimewa bijak politik qanun aceh hukum syariat hak bentuk partai politik lokal dll ,-5,Negatif
andai poros ahy bonus elektoral ahy alternatif kelompok intelektual kecewa manuver presiden jokowi kutak atik konstitusi lolos gibran anak rakyat banding,-1,Negatif
beda sikap politik panglima sagoe pante bidari kagum anies layak pimpin mantan panglim gam dukung anies tum partai pilih gabung prabowo biar mualem dukung wakil suara orang aceh,-1,Negatif
duga amien rais  partai ummat penuh syarat  partai berita lolos,-1,Negatif
the helsinki agreement janji damai gam amp,0,Netral
gaes malam gue pikir  biar adil   pilpres kayak coblos gambar anies cak imin  pilleg dpr gerindra pdip  pilleg dprd provinsi demokrat golkar  pilleg dprd kab kota pkb pks  pagi gue lega  solusi ,-2,Negatif
jokowi cuci tangan pdip ganti topeng faizal assegaf kritikus prabowo galang konsolidasi ratus jenderal purnawirawan tni polri jelang lantik presiden oktober  pdip sibuk ganti topeng oposisi  kalah licin jokowi giat,3,Positif
demokrat prabowo gibran lat demokrat  tepat susilo bambang yudhoyono surabaya agus harimurti yudhoyono ahy  gagal sanding ahy anies baswedan demokrat hengkang koalisi ubah ketemu gibran  gibran putra,-2,Negatif
semat bintang jerat sprindik tambang  partai kuat republik konoha tebar jalakaca  kader masalah,-1,Negatif
ketua dpp partai aceh muzakir manaf lontar nyata kontroversial referendum aceh  muzakir akrab sapa mualem gegabah main air keruh  politik gam,-3,Negatif
hati ahy ganjar pranowo nafsu politik sah pepo ahy celup kolam jadi ulang  anggap peran prabowo kursi menteri acara presiden an,-1,Negatif
lurus persepsi munawar liza tegas partai aceh gam,1,Positif
koalisi nasdem demokrat pks potensial amat surya paloh surabaya satu usung anies ahy,1,Positif
basuki t purnama ahok resmi deklarasi dukung paslon ganjar mahfud md  sebut dukung tinggal sesuai prinsip  pemilupedia newsupdate update news quote,3,Positif
hasil nyata sepakat damai helsinki bentuk partai partai politik lokal aceh  elit gam eks kombat diri partai terjun langsung dunia politik praktis  sumber reporter dewi nurita editor syailendra persada,1,Positif
tugas partai   ahok berani gerindra uu md paksa gerindra ahok lawan pdip gubernur dki jakarta perang buka lawan ketua dprd prasetyo edi ahok berani komut,-3,Negatif
mantan kombat gam saiful bahri alias pon yaya ganti posisi dahlan jamaluddin jabat ketua dpr aceh  ganti jabat politik usul partai aceh pimpin dpr aceh  acehkini,-4,Negatif
faizal assegaf demokrat main kaki pdip marah anies pilih cak imin,-2,Negatif
libat organisasi masyarakat lokal politik bangun papua partai lokal aceh  pikir opm gam damai perintah bangun papua ,0,Netral
anies ahy peluang usung nasdem pks demokrat peluang menang pelupuk mata nbsf,-1,Negatif
opm ikut jejak gam partai politik milu masuk perintah daerah partai lokal aceh biar lihat opm dukung warga papua  opm dialog merdeka harga mati,0,Netral
juang senjata alih juang sejahtera rakyat lalu partai politik  contoh partai aceh isi mantan kombat simpatisan gam ,0,Netral
kenal partai lokal aceh serta milu politik gam aktivis ulama acehkini milu,1,Positif
penandatangan nota paham perintah republik indonesia the gonvernment of indonesia singkat gol gera aceh merdeka gam  klausul tumbuh partai politik lokal mou,-1,Negatif
penuh anggota gam  empat konteks penuh hak sipil politik mou tuju tumbuh partai politik lokal aceh  kait poin empat isu partai politik lokal aceh muncul penandatangan,-3,Negatif
kenal partai lokal aceh serta milu politik gam aktivis ulama,1,Positif
mbak gam  juang politik aceh partai lokal senjata ,-1,Negatif
sejarah milu indonesia partai lokal aceh  publisherstory acehkini,0,Netral
kip aceh tetap hasil pilpres anies muhaimin unggul telak prabowo gibran,1,Positif
acehkini mantan kombat gam saiful bahri alias pon yaya ganti posisi dahlan jamaluddin jabat ketua dpr aceh  ganti jabat politik usul partai aceh pimpin dpr aceh,-4,Negatif
ogah recok kisruh ganjar pdip  tum agus harimurti yudhoyono ahy milik hubung ,-1,Negatif
gam gera politik militer kak pipin  partai lokal aceh janji damai gam ri  tahu sayang negeri,-1,Negatif
ikut kisah konflik aceh paska damai gam perintah nkri kaget saji arafat nur novel  suasana politik perilaku buruk jabat lokal petinggi partai era urai lugas ,1,Positif
opm tua gam  gam rangkul diri partai politik lokal partai aceh opm ,-4,Negatif
bacaleg golkar gerindra demokrat pindah nasdem dukung anies anies aniesmuhaimin,1,Positif
anies ahy peluang usung nasdem pks demokrat kans menang pelupuk mata,-1,Negatif
acehkini kenal partai lokal aceh serta milu politik gam aktivis ulama acehkini milu,1,Positif
prabowo subianto berangan ketua partai aceh muzakir manaf  prabowo panglima kostrad tni angkat darat muzakir tokoh gera aceh merdeka gam  vivacoid prabowo aceh gam,1,Positif
calon tahana salah usung pks golkar hanura psi perindo,-1,Negatif
salah lo dikuasain golkar  napi korupsi amp,-2,Negatif
